paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta;N2000;N60;NN;N43;LN
3016;2104800;Luhtaanmäenjoki (Keimola);W;Vedenkorkeus;21.012;Lopetettu;7.1.1997;16.6.2025;Uusimaa;2519;2494;;;
3022;410470;Rautjärvi;W;Vedenkorkeus;4.193;Lopetettu;19.3.1979;10.1.2003;Etelä-Karjala;19;0;;;
3043;1410931;Villikkalanjoki, pato;W;Vedenkorkeus;14.116;Lopetettu;17.9.1990;24.12.2007;Kymenlaakso;1744;1722;;;
3046;410812;Keskimmäinen;W;Vedenkorkeus;4.115;Lopetettu;11.5.1970;31.12.2009;Etelä-Savo;78804;78780;;;
3047;410423;Nevajärvi;W;Vedenkorkeus;4.253;Lopetettu;20.3.1970;28.12.2008;Etelä-Savo;11709;;;11675;
3054;5300910;Vääräjoki, Torvenperän silta;W;Vedenkorkeus;53.094;Lopetettu;5.5.1975;31.12.1995;Pohjois-Pohjanmaa;52;;;0;
3057;5400130;Parkkimanjärvi;W;Vedenkorkeus;54.059;Lopetettu;24.1.1978;31.12.2001;Pohjois-Pohjanmaa;52;;;0;
3058;5400140;Komujärvi;W;Vedenkorkeus;54.053;Lopetettu;1.1.1981;31.12.1988;Pohjois-Pohjanmaa;52;;;0;
3059;5300810;Siiponjoki, Kurikkala;W;Vedenkorkeus;53.016;Lopetettu;5.5.1975;31.1.1998;Pohjois-Pohjanmaa;52;;;0;
3063;1800430;Sääksjärvi, Mäntsälä;W;Vedenkorkeus;18.062;Lopetettu;31.5.2002;28.12.2015;Uusimaa;7155;7130;;;
3064;2300241;Valkjärvi, Sammatti;W;Vedenkorkeus;23.074;Lopetettu;16.11.2000;19.12.2008;Uusimaa;5648;5622;;;
3065;2300242;Ruokjärvi;W;Vedenkorkeus;23.074;Lopetettu;14.12.2000;19.12.2008;Uusimaa;6049;6023;;;
3066;2300243;Haarjärvi;W;Vedenkorkeus;23.074;Lopetettu;17.11.2000;30.9.2008;Uusimaa;5736;5710;;;
3067;2300244;Kirmustenjärvi;W;Vedenkorkeus;23.024;Lopetettu;16.11.2000;13.12.2013;Uusimaa;5395;5369;;;
3069;2300231;Ruutinlampi;W;Vedenkorkeus;23.061;Lopetettu;12.4.2002;25.12.2008;Uusimaa;6500;6474;;;
3076;1300102;Keisarinkoski;W;Vedenkorkeus;13.002;Lopetettu;2.4.2003;17.12.2008;Kymenlaakso;29;;0;;
3105;3503110;Kalvola, Muulinjärvi;W;Vedenkorkeus;35.285;Lopetettu;1.4.1954;20.5.2014;Kanta-Häme;28;0;;;
3106;3509113;Oksjärvi;W;Vedenkorkeus;35.937;Lopetettu;22.8.2001;26.11.2003;Kanta-Häme;11027;11000;;;
3111;3502320;Torho;W;Vedenkorkeus;35.886;Lopetettu;5.4.1969;30.9.2004;Kanta-Häme;9144;9117;;;
3112;3502520;Lehijärvi;W;Vedenkorkeus;35.237;Lopetettu;22.9.1971;2.2.2009;Kanta-Häme;8030;8002;;;
3115;3502510;Hattelmalanjärvi;W;Vedenkorkeus;35.233;Lopetettu;29.7.1953;30.9.2012;Kanta-Häme;28;0;;;
3124;3501211;Kuohijärvi;W;Vedenkorkeus;35.782;Lopetettu;10.5.1993;23.9.2007;Kanta-Häme;27;0;;;
3126;3501920;Puujoki, kartanon silta, (koiravuolle);W;Vedenkorkeus;35.822;Lopetettu;10.3.1939;24.4.1964;Kanta-Häme;27;0;;;
3128;3501840;Ormajärvi;W;Vedenkorkeus;35.792;Lopetettu;30.8.2001;27.4.2022;Kanta-Häme;26;0;;;
3130;3501220;Ekojärvi, ekojoki, vähä-evo;W;Vedenkorkeus;35.787;Lopetettu;16.10.2000;27.11.2013;Kanta-Häme;8743;8716;;;
3135;3501830;Viipsjärvi;W;Vedenkorkeus;35.836;Lopetettu;14.9.2003;27.2.2005;Kanta-Häme;26;0;;;
3137;1405820;Salaksjärvi;W;Vedenkorkeus;14.221;Lopetettu;;;Päijät-Häme;8616;8589;;;
3139;1405810;Kirkjärvi;W;Vedenkorkeus;14.228;Lopetettu;14.1.1980;28.1.1999;Päijät-Häme;8491;8464;;;
3140;1406922;Kärkjärvi, herneniemen luoteisranta;W;Vedenkorkeus;14.163;Lopetettu;24.10.2000;28.11.2003;Päijät-Häme;9204;9180;;;
3144;1405710;Iso Suojärvi;W;Vedenkorkeus;14.823;Lopetettu;9.5.1996;21.7.2019;Keski-Suomi;27;0;;;
3148;8101800;Lapinjärvi;W;Vedenkorkeus;81.027;Lopetettu;4.1.2003;28.12.2011;Uusimaa;2330;2305;;2300;
3149;1500100;Taasianjoki, Kimonkylä;W;Vedenkorkeus;15.003;Lopetettu;17.5.1989;30.9.2015;Uusimaa;2416;;;2387;
3150;2300830;Hormajärvi;W;Vedenkorkeus;23.025;Lopetettu;3.6.2003;27.12.2015;Uusimaa;3205;3180;;;
3151;2300245;Raatinjoki;W;Vedenkorkeus;23.024;Lopetettu;5.7.2001;19.4.2005;Uusimaa;3242;3216;;;
3154;1405010;Suolivesi;W;Vedenkorkeus;14.524;Lopetettu;18.4.2004;30.4.2010;Keski-Suomi;3242;3216;;;
3161;2300246;Raatinjoki;W;Vedenkorkeus;23.024;Lopetettu;15.1.2004;22.8.2014;Uusimaa;3563;3537;;;
3165;3505610;Harahuhta, Kuorevesi;W;Vedenkorkeus;35.611;Lopetettu;1.9.2004;28.2.2007;Pirkanmaa;9854;9823;;;
3167;405702;Rotimojärvi;W;Vedenkorkeus;4.546;Lopetettu;5.1.2004;31.12.2008;Pohjois-Savo;15313;15280;;;
3168;1600120;Siippo eli Niemenjärvi, pato;W;Vedenkorkeus;16.005;Lopetettu;29.4.1986;24.11.1995;Uusimaa;3834;3809;;;
3169;1600130;Sopajärvi, laskujoki;W;Vedenkorkeus;16.005;Lopetettu;23.4.1986;24.11.1995;Uusimaa;3826;3801;;;
3170;1601210;Koskenkylänjoki, Hammarfors;W;Vedenkorkeus;16.001;Lopetettu;19.3.1986;8.4.1991;Uusimaa;627;;;597;
3171;1700700;Kotojärvi, Myrskylä;W;Vedenkorkeus;17.006;Lopetettu;1.6.1955;24.9.1995;Uusimaa;3725;3700;;;
3172;1900410;Kotojärvi, lintutorni;W;Vedenkorkeus;19.004;Lopetettu;4.4.1984;30.12.1996;Uusimaa;7503;7479;;;
3173;1900420;Kotojärvi, Luhtaanoja;W;Vedenkorkeus;19.004;Lopetettu;4.4.1984;27.4.1997;Uusimaa;7423;7399;;;
3174;2200630;Karhujärvi eli Björnträsk;W;Vedenkorkeus;22.003;Lopetettu;1.4.1995;26.9.2005;Uusimaa;2744;;;2712;
3175;2200640;Siuntionjoki, Kvarnbyn pato;W;Vedenkorkeus;22.002;Lopetettu;12.10.1995;26.11.1995;Uusimaa;2732;;;2700;
3177;2300111;Pyhäjärvi, Vanjoen silta;W;Vedenkorkeus;23.042;Lopetettu;1.1.1984;31.12.1992;Uusimaa;7240;7214;;;
3178;2300401;Olkkalanjoki, myllypato;W;Vedenkorkeus;23.091;Lopetettu;5.1.1979;15.1.1993;Uusimaa;3525;3500;;;
3179;2300247;Nummenjoki, Kuilunnokka;W;Vedenkorkeus;23.071;Lopetettu;9.4.1987;26.11.1991;Uusimaa;3426;3400;;;
3181;8102010;Loviisanjoki, vikaksen silta;W;Vedenkorkeus;81.027;Lopetettu;2.1.1977;14.12.1992;Uusimaa;1138;1114;;;
3183;8102820;Juusjärvi;W;Vedenkorkeus;81.057;Lopetettu;1.4.1962;15.10.1964;Uusimaa;3057;;;3025;
3184;8102830;Lapinkylänjärvi;W;Vedenkorkeus;81.057;Lopetettu;1.3.1959;15.11.1964;Uusimaa;3057;;;3025;
3202;2400500;Omenojärvi;W;Vedenkorkeus;24.063;Lopetettu;7.4.1983;31.1.2011;Varsinais-Suomi;6595;6568;;;
3205;3510610;Kullaanjoki, jokihaaran silta;W;Vedenkorkeus;35.142;Lopetettu;1.2.1967;31.3.2002;Satakunta;2801;2765;;;
3209;3600141;Suomijärvi, kattilajoen silta;W;Vedenkorkeus;36.084;Lopetettu;3.6.2001;29.11.2005;Satakunta;14079;14043;;;
3210;5400310;Piipsjärvi;W;Vedenkorkeus;54.071;Lopetettu;19.2.1986;28.12.1999;Pohjois-Pohjanmaa;14079;14043;;;
3220;1405520;Viheri;W;Vedenkorkeus;14.831;Lopetettu;1.5.1999;30.11.2006;Keski-Suomi;9356;9328;;;
3221;1401830;Horonalanen;W;Vedenkorkeus;14.622;Lopetettu;15.5.1987;19.6.2008;Keski-Suomi;12361;12329;;;
3228;1401820;Vartejärvi;W;Vedenkorkeus;14.622;Lopetettu;15.5.1987;30.12.2008;Keski-Suomi;12333;12301;;;
3229;1401720;Hepolampi;W;Vedenkorkeus;14.623;Lopetettu;13.5.1987;11.5.2003;Keski-Suomi;14368;14335;;;
3230;1400720;Ala-Viivajärvi;W;Vedenkorkeus;14.445;Lopetettu;1.7.2000;29.10.2004;Keski-Suomi;14968;14935;;;
3231;1400730;Ylä-Viivajärvi;W;Vedenkorkeus;14.445;Lopetettu;8.10.1999;26.10.2001;Keski-Suomi;15523;15490;;;
3261;8101920;Savijärvi, Sipoo;W;Vedenkorkeus;81.043;Lopetettu;4.1.1983;29.11.1995;Uusimaa;2907;2882;;;
3268;4900430;Rauman silta;W;Vedenkorkeus;49.023;Lopetettu;;;Keski-Pohjanmaa;2907;2882;;;
3269;4900420;Kattilakoski;W;Vedenkorkeus;49.023;Lopetettu;3.12.1970;31.12.1987;Keski-Pohjanmaa;41;0;;;
3270;4900421;Haaviston silta;W;Vedenkorkeus;49.022;Lopetettu;1.1.1971;27.12.1979;Pohjanmaa;56;;;0;
3271;4900422;Laiskaniemi;W;Vedenkorkeus;49.022;Lopetettu;;;Pohjanmaa;56;;;0;
3272;4900342;Paasilan silta;W;Vedenkorkeus;49.022;Lopetettu;11.12.1970;31.12.1985;Pohjanmaa;4236;4194;;4180;
3273;4900343;Tastin sillan yläp.;W;Vedenkorkeus;49.021;Lopetettu;1.1.1971;30.4.1983;Pohjanmaa;2457;2415;;2402;
3274;5100340;Sykäräinen;W;Vedenkorkeus;51.031;Lopetettu;7.5.1975;31.8.1983;Keski-Pohjanmaa;11274;;;11222;
3281;3509170;Tammela, Talpianjärvi;W;Vedenkorkeus;35.938;Lopetettu;23.4.2004;6.10.2010;Kanta-Häme;28;0;;;
3282;406412;Patalahti-ylä;W;Vedenkorkeus;4.282;Lopetettu;11.4.2003;31.12.2008;Pohjois-Savo;8170;8140;;;
3283;406411;Patalahti-ala;W;Vedenkorkeus;4.282;Lopetettu;11.4.2003;31.12.2008;Pohjois-Savo;8168;8138;;8128;
3284;1402741;Korppinen;W;Vedenkorkeus;14.734;Lopetettu;14.12.2004;28.10.2020;Pohjois-Savo;11627;11595;;;
3285;3502620;Hattula, Lepaa-Vanajanselkä;W;Vedenkorkeus;35.232;Lopetettu;24.4.2005;10.8.2016;Kanta-Häme;47;17;0;;
3286;3502610;Hattula, Mierola;W;Vedenkorkeus;35.232;Lopetettu;22.5.2005;17.7.2006;Kanta-Häme;47;17;0;;
3304;2105200;Tuusulanjoki, Jokitien silta;W;Vedenkorkeus;21.081;Lopetettu;12.1.2005;20.12.2011;Uusimaa;3390;3364;;;
3305;2105500;Tuusulanjoki, Katriinantiensilta;W;Vedenkorkeus;21.081;Lopetettu;1.4.2005;20.12.2011;Uusimaa;2626;2600;;;
3306;2105400;Tuusulanjoki, Myllykylä;W;Vedenkorkeus;21.081;Lopetettu;5.4.2005;20.8.2012;Uusimaa;3196;3170;;;
3307;2105410;Tuusulanjoki, Soiniityntien silta;W;Vedenkorkeus;21.081;Lopetettu;1.4.2005;20.12.2011;Uusimaa;3347;3321;;;
3317;407913;Keskimmäinen;W;Vedenkorkeus;4.692;Lopetettu;1.11.2004;30.8.2008;Pohjois-Savo;8206;8180;;;
3318;3509114;Jänijärvi;W;Vedenkorkeus;35.973;Lopetettu;26.10.1938;30.1.2022;Kanta-Häme;28;0;;;
3323;2400111;Lohilampi;W;Vedenkorkeus;24.033;Lopetettu;5.6.2005;19.11.2008;Uusimaa;5939;5913;;;
3325;3502430;Joutjärvi;W;Vedenkorkeus;35.882;Lopetettu;;;Kanta-Häme;28;0;;;
3332;300451;Kangaskoski, ala;W;Vedenkorkeus;3.011;Lopetettu;1.1.2006;31.7.2021;Etelä-Karjala;19;0;;;
1827;406410;Onkivesi, Vianto, ylä;W;Vedenkorkeus;4.511;Lopetettu;16.03.1863;31.12.1873;Pohjois-Savo;8244;;8190;;
1829;406600;Kallavesi, Ruokovirta, ylä;W;Vedenkorkeus;4.282;Lopetettu;01.03.1868;31.12.1965;Pohjois-Savo;7968;7939;7915;;
1837;407300;Alaluostanjärvi;W;Vedenkorkeus;4.681;Lopetettu;9.8.1916;30.6.1992;Pohjois-Savo;10431;10406;;10396;
1838;407400;Keyritynjoki;W;Vedenkorkeus;4.672;Lopetettu;1.1.1966;31.12.1987;Pohjois-Savo;11164;11138;;11128;
1840;407600;Vuotjärvi, Lastukoski, ala;W;Vedenkorkeus;4.621;Lopetettu;1.1.1907;31.7.1992;Pohjois-Savo;9292;9266;9242;;
1842;407620;Vuotjärvi, Niskakoski;W;Vedenkorkeus;4.621;Lopetettu;1.1.1920;31.12.1958;Pohjois-Savo;48;;0;;
1843;407622;Juankoski, Uittoruuhi;W;Vedenkorkeus;4.621;Lopetettu;1.1.1932;31.12.1958;Pohjois-Savo;48;;0;;
1844;407630;Juankosken voimalaitos, ala;W;Vedenkorkeus;4.612;Lopetettu;2.1.1929;30.9.2008;Pohjois-Savo;48;;0;;
1847;407710;Lammensalmi,Y;W;Vedenkorkeus;4.612;Lopetettu;1.1.1962;31.12.1995;Pohjois-Savo;49;;0;;
1850;407800;Kallavesi, Ruokovirta, ala;W;Vedenkorkeus;4.281;Lopetettu;01.01.1880;31.12.1990;Pohjois-Savo;7935;7906;7885;;
1852;407930;Räimänkoski;W;Vedenkorkeus;4.281;Lopetettu;29.3.1982;11.1.2018;Pohjois-Savo;8206;8178;;;
1854;407980;Suvasvesi;W;Vedenkorkeus;4.273;Lopetettu;20.12.1971;31.12.1972;Pohjois-Savo;8206;8178;;;
1857;408110;Leppävirta;W;Vedenkorkeus;4.271;Lopetettu;1.1.1925;31.12.1990;Pohjois-Savo;8087;;8042;;
1858;408140;Unnukka, Kopolanvirta 4;W;Vedenkorkeus;4.271;Lopetettu;1.1.1945;28.12.1971;Pohjois-Savo;8078;;8036;;
1859;408150;Unnukka, Kopolanvirta 5;W;Vedenkorkeus;4.271;Lopetettu;1.1.1945;31.12.1974;Pohjois-Savo;8067;;8025;;
1860;408160;Unnukka, Kopolanvirta 6;W;Vedenkorkeus;4.271;Lopetettu;1.1.1945;31.12.1974;Pohjois-Savo;8074;;8032;;
1861;408170;Unnukka, Pitkälänniemi;W;Vedenkorkeus;4.271;Lopetettu;10.1.1945;31.10.1974;Pohjois-Savo;8043;;8001;;
1864;408310;Vaikonjoki, Kärenjärvi;W;Vedenkorkeus;4.742;Lopetettu;26.5.1986;31.8.1993;Pohjois-Savo;10255;10231;;;
1866;408410;Kaavinjärvi, Kaavinkoski;W;Vedenkorkeus;4.731;Lopetettu;1.1.1960;15.1.2018;Pohjois-Savo;9979;9955;;;
1867;408500;Juojärvi, Pölläsenlahti;W;Vedenkorkeus;4.711;Lopetettu;18.6.1912;31.3.1933;Pohjois-Karjala;9955;;9914;;
1868;408510;Juojärvi, Ohtaansalmi;W;Vedenkorkeus;4.711;Lopetettu;1.1.1959;30.6.1992;Pohjois-Karjala;10035;10010;;10000;
1870;408600;Juojärvi, Patoonkoski;W;Vedenkorkeus;4.711;Lopetettu;1.1.1908;31.12.1930;Pohjois-Karjala;10027;;9984;;
1871;408610;Juojärvi, Taivallahti, ylä;W;Vedenkorkeus;4.711;Lopetettu;1.1.1928;31.12.1995;Pohjois-Karjala;9881;9857;9838;;
1872;408620;Varisvesi, Varistaipale, ala;W;Vedenkorkeus;4.273;Lopetettu;1.8.1927;31.12.1995;Pohjois-Karjala;7906;7882;7864;;
1874;408800;Kermajärvi, Karvio, ala;W;Vedenkorkeus;4.274;Lopetettu;01.01.1897;31.12.1995;Pohjois-Karjala;7791;7767;7747;;
1876;409000;Kerman kanava, ala;W;Vedenkorkeus;4.274;Lopetettu;2.4.1902;31.12.1995;Pohjois-Karjala;7519;7497;7480;;
1877;409100;Vihovuonteen kanava, ylä;W;Vedenkorkeus;4.274;Lopetettu;1.1.1903;31.12.1995;Pohjois-Karjala;7520;7497;7480;;
1878;409200;Ruokovesi, Vihovuonne, ala;W;Vedenkorkeus;4.274;Lopetettu;2.4.1902;31.12.1995;Pohjois-Karjala;7410;7387;7370;;
1879;409300;Ruokovesi, Pilppa, ylä;W;Vedenkorkeus;4.221;Lopetettu;1.1.1903;30.11.1999;Pohjois-Karjala;7416;7394;7377;;
1880;409400;Pilpan kanava, ala;W;Vedenkorkeus;4.221;Lopetettu;1.4.1902;31.12.1995;Pohjois-Karjala;7313;7291;7275;;
1882;409600;Osmajärvi, Sorsakoski, ala;W;Vedenkorkeus;4.262;Lopetettu;1.1.1926;31.12.1993;Pohjois-Savo;7921;7895;7876;;
1883;409700;Kuvansi, Kuvansinjoki;W;Vedenkorkeus;4.261;Lopetettu;1.1.1913;28.2.1978;Pohjois-Savo;7772;;7730;;
1885;409900;Sysmäjärvi;W;Vedenkorkeus;4.251;Lopetettu;1.1.1912;31.12.1956;Pohjois-Savo;8703;;8660;;
1887;410000;Kolkonjärvi;W;Vedenkorkeus;4.242;Lopetettu;1.7.1911;31.3.1933;Etelä-Savo;8703;;8660;;
1888;410100;Haukivesi, Taipale, ala;W;Vedenkorkeus;4.211;Lopetettu;01.01.1864;31.1.2010;Pohjois-Savo;43;18;0;;
1890;410310;Haukivesi, Savonlinna, ylä;W;Vedenkorkeus;4.211;Lopetettu;11.7.1911;31.12.1993;Etelä-Savo;7517;7496;7489;;
1893;410420;Rautjärvi, Siikakoski;W;Vedenkorkeus;4.112;Lopetettu;7.1.1975;31.12.1993;Etelä-Savo;7895;7871;7857;;
1896;410800;Saimaa, Mikkeli;W;Vedenkorkeus;4.151;Lopetettu;4.6.1909;30.9.1992;Etelä-Savo;7446;7420;7406;;
1897;411000;Louhivesi, Juurisalmi;W;Vedenkorkeus;4.151;Lopetettu;01.07.1867;31.12.1987;Etelä-Savo;7264;7239;7230;;
1899;411100;Saimaa, Puumala;W;Vedenkorkeus;4.112;Lopetettu;01.01.1885;31.12.1931;Etelä-Savo;7544;;7514;;
1901;411210;Saimaa, Lauritsala;W;Vedenkorkeus;4.112;Lopetettu;1.1.1968;31.12.1984;Etelä-Karjala;7257;7237;7231;;
1902;411300;Saimaa, Vuoksenniska;W;Vedenkorkeus;4.112;Lopetettu;1.1.1931;31.12.1936;Etelä-Karjala;7488;;7464;;
1903;411310;Saimaa, Niskalampi;W;Vedenkorkeus;4.112;Lopetettu;1.4.1931;31.1.1987;Etelä-Karjala;7295;7276;7271;;
1904;411410;Vuoksi, Tainionkoski, pato;W;Vedenkorkeus;4.112;Lopetettu;1.1.1932;30.6.1987;Etelä-Karjala;24;;0;;
1905;411430;Vuoksi, Tainionkoski, ylä;W;Vedenkorkeus;4.111;Lopetettu;1.1.1971;31.12.1995;Etelä-Karjala;24;;0;;
1906;411520;Vuoksi, Tainionkoski, ala;W;Vedenkorkeus;4.111;Lopetettu;1.1.1932;31.12.1995;Etelä-Karjala;24;;0;;
1907;411710;Vuoksi, Mellonlahti;W;Vedenkorkeus;4.191;Lopetettu;1.1.1939;31.12.1980;Etelä-Karjala;4236;4217;4213;;
1908;411740;Vuoksi, Saunaranta;W;Vedenkorkeus;4.191;Lopetettu;1.1.1981;30.4.1994;Etelä-Karjala;4169;;4146;;
1909;411800;Vuoksi, Kyyrönkoski;W;Vedenkorkeus;4.191;Lopetettu;1.1.1936;31.12.1964;Etelä-Karjala;4103;4084;4080;;
1910;411910;Vuoksi, Kyyrönkoski, ala;W;Vedenkorkeus;4.191;Lopetettu;1.1.1945;31.10.1947;Etelä-Karjala;4026;;4003;;
1911;412000;Vuoksi, Myllykoski, ala;W;Vedenkorkeus;4.191;Lopetettu;1.1.1911;31.12.1943;Etelä-Karjala;3699;;3676;;
1912;412200;Vuoksi, Vallinkoski, ala;W;Vedenkorkeus;4.191;Lopetettu;1.1.1911;4.11.1925;Etelä-Karjala;3210;;3187;;
1915;1400200;Alvajärvi;W;Vedenkorkeus;14.481;Lopetettu;1.1.1910;30.6.1932;Keski-Suomi;11121;;11059;;
1917;1400310;Elämäjärvi;W;Vedenkorkeus;14.493;Lopetettu;1.1.1947;31.12.1969;Keski-Suomi;12274;12241;;12229;
1918;1400400;Kolima, pohj.;W;Vedenkorkeus;14.472;Lopetettu;1.1.1910;31.12.1950;Keski-Suomi;11084;;11023;;
1919;1400410;Löytänä;W;Vedenkorkeus;14.438;Lopetettu;1.1.1941;30.6.1948;Keski-Suomi;11636;;11576;;
1922;1400600;Jäppäjärvi;W;Vedenkorkeus;14.452;Lopetettu;1.1.1910;31.12.1950;Keski-Suomi;11636;;11576;;
1923;1400700;Kivijärvi, pohj.;W;Vedenkorkeus;14.443;Lopetettu;16.8.1909;31.12.2010;Keski-Suomi;13055;13020;12990;;
1924;1400710;Heitjärvi;W;Vedenkorkeus;14.446;Lopetettu;1.1.1941;31.12.1999;Keski-Suomi;14252;14218;14190;;
1925;1400800;Kivijärvi, etelä;W;Vedenkorkeus;14.443;Lopetettu;1.1.1910;30.4.1992;Keski-Suomi;13055;13022;12993;;
1929;1400910;Hilmon voimalaitos, ala;W;Vedenkorkeus;14.441;Lopetettu;1.1.1958;31.3.1999;Keski-Suomi;61;;0;;
1932;1401200;Keitele, itä;W;Vedenkorkeus;14.421;Lopetettu;1.1.1910;31.12.1931;Pohjois-Savo;9910;;9854;;
1933;1401210;Keitele, Neiturintaipale, ylä;W;Vedenkorkeus;14.421;Lopetettu;1.1.1928;30.4.1994;Keski-Suomi;9674;9643;9618;;
1934;1401300;Keitele, Suolahti;W;Vedenkorkeus;14.411;Lopetettu;1.1.1909;31.12.1993;Keski-Suomi;9884;9854;9829;;
1935;1401400;Kyyjärvi;W;Vedenkorkeus;14.643;Lopetettu;1.1.1910;31.12.1998;Keski-Suomi;14962;14927;14895;;
1937;1401420;Vahanka;W;Vedenkorkeus;14.672;Lopetettu;1.1.1963;31.10.1993;Keski-Suomi;16516;16481;;16468;
1942;1401810;Mahlunjärvi;W;Vedenkorkeus;14.621;Lopetettu;1.1.1964;1.6.2003;Keski-Suomi;12038;12006;;11991;
1946;1402100;Kiimasjärvi;W;Vedenkorkeus;14.612;Lopetettu;2.9.1909;28.2.1982;Keski-Suomi;10607;10576;10550;;
1947;1402110;Naarajärvi;W;Vedenkorkeus;14.611;Lopetettu;1.1.1910;6.11.2006;Keski-Suomi;9335;9305;9279;;
1948;1402120;Kiimaskoski;W;Vedenkorkeus;14.612;Lopetettu;13.5.1936;22.12.1980;Keski-Suomi;10604;10573;10547;;
1950;1402200;Kuhnamojärvi;W;Vedenkorkeus;14.332;Lopetettu;1.1.1909;30.4.1993;Keski-Suomi;9031;9001;8975;;
1953;1402309;Vatianjärvi, Kuusaa;W;Vedenkorkeus;14.333;Lopetettu;1.1.1971;31.12.1981;Keski-Suomi;8831;;8776;;
1954;1402310;Peurunka;W;Vedenkorkeus;14.333;Lopetettu;1.1.1946;30.6.1992;Keski-Suomi;10485;10455;;;
1957;1402510;Koivujoki;W;Vedenkorkeus;14.751;Lopetettu;1.1.1962;14.4.1975;Pohjois-Savo;11658;11626;11615;;
1958;1402520;Koivujoki;W;Vedenkorkeus;14.752;Lopetettu;15.4.1975;11.12.1994;Pohjois-Savo;11658;11626;;11615;
1959;1402600;Pielavesi, länsi;W;Vedenkorkeus;14.741;Lopetettu;1.1.1910;31.12.1932;Pohjois-Savo;10183;;10125;;
1960;1402700;Pielavesi, Säviä;W;Vedenkorkeus;14.741;Lopetettu;01.01.1891;31.12.1941;Pohjois-Savo;10041;;9984;;
1962;1402900;Nilakka, Kolu, ylä;W;Vedenkorkeus;14.722;Lopetettu;01.01.1896;31.5.1994;Pohjois-Savo;10033;10003;9978;;
1963;1403000;Rasvanki, Kolu, ala;W;Vedenkorkeus;14.722;Lopetettu;01.01.1896;31.5.1994;Pohjois-Savo;9584;9554;9529;;
1964;1403100;Hirvijärvi;W;Vedenkorkeus;14.771;Lopetettu;12.7.1909;4.2.1935;Pohjois-Savo;10143;;10089;;
1965;1403200;Virmasvesi;W;Vedenkorkeus;14.722;Lopetettu;7.7.1909;31.3.1933;Pohjois-Savo;9741;;9687;;
1969;1403410;Kiesimä;W;Vedenkorkeus;14.761;Lopetettu;1.1.1918;31.12.1932;Pohjois-Savo;10032;;9977;;
1970;1403420;Kiesimä, ylä;W;Vedenkorkeus;14.711;Lopetettu;8.6.1927;30.4.1994;Pohjois-Savo;9827;9796;9772;;
1972;1403500;Pieksäjärvi;W;Vedenkorkeus;14.793;Lopetettu;1.1.1910;31.12.1953;Etelä-Savo;11945;;11898;;
1973;1403510;Pieksäjärvi;W;Vedenkorkeus;14.796;Lopetettu;21.1.1957;31.12.1964;Etelä-Savo;11832;11804;11785;;
1975;1403700;Konnevesi, Kivisalmi;W;Vedenkorkeus;14.711;Lopetettu;1.7.1909;31.12.1941;Pohjois-Savo;9503;;9449;;
1976;1403800;Konnevesi, pohj.;W;Vedenkorkeus;14.711;Lopetettu;1.1.1910;7.2.1932;Pohjois-Savo;9499;;9443;;
1977;1403810;Konnevesi, Neituri, ala;W;Vedenkorkeus;14.711;Lopetettu;1.1.1928;30.4.1994;Keski-Suomi;9267;9236;9211;;
1978;1403820;Konnevesi, Kiesimä, ala;W;Vedenkorkeus;14.711;Lopetettu;1.1.1928;30.4.1994;Pohjois-Savo;9266;9235;9211;;
1980;1404000;Vanginvesi;W;Vedenkorkeus;14.361;Lopetettu;20.6.1909;10.5.2023;Keski-Suomi;8980;8949;8925;;
1981;1404010;Vanginvesi, Korhola;W;Vedenkorkeus;14.352;Lopetettu;1.1.1941;31.12.1959;Keski-Suomi;8697;;8642;;
1983;1404110;Kynsivesi, Simuna;W;Vedenkorkeus;14.352;Lopetettu;20.6.1940;31.8.1978;Keski-Suomi;8597;8568;8545;;
1986;1404211;Kuuhankavesi, länsi;W;Vedenkorkeus;14.371;Lopetettu;1.7.1974;31.12.1995;Keski-Suomi;30;0;;;
1988;1404250;Venekosken voimalaitos, ylä;W;Vedenkorkeus;14.352;Lopetettu;1.1.1971;31.12.1995;Keski-Suomi;30;0;;;
1989;1404260;Venekosken voimalaitos, ala;W;Vedenkorkeus;14.352;Lopetettu;1.1.1972;31.12.1995;Keski-Suomi;30;0;;;
1990;1404300;Kuusvesi, Mannunlahti;W;Vedenkorkeus;14.351;Lopetettu;1.1.1910;31.12.1949;Keski-Suomi;8495;;8440;;
3347;406043;Sukevanjärvi;W;Vedenkorkeus;4.584;Lopetettu;11.4.2005;13.10.2015;Pohjois-Savo;12419;12389;;;
3349;406031;Harvanjärvi;W;Vedenkorkeus;4.582;Lopetettu;1.2.2006;26.10.2012;Pohjois-Savo;10327;10297;;;
3379;407010;Rahasjoki;W;Vedenkorkeus;4.633;Lopetettu;14.4.2005;30.11.2007;Pohjois-Savo;9784;9756;;;
3380;407011;Ruokosjärvi;W;Vedenkorkeus;4.633;Lopetettu;13.4.2005;7.11.2011;Pohjois-Savo;9759;9731;;;
3382;1401801;Kallinjärvi;W;Vedenkorkeus;14.613;Lopetettu;17.5.2005;18.2.2014;Keski-Suomi;10863;10832;;;
